"year","geoid","name","geography_level","road_rage_incidents","road_rage_shootings","victims_killed","victims_injured","victims_shot","suspects_killed","suspects_injured","suspects_shot","total_killed","total_injured","total_shot","incident_rate_100k","shooting_rate_100k","population","state_code","region","division"
2024,25420,"Harrisburg-Carlisle, PA","cbsa",1,1,1,0,1,0,0,0,1,0,1,0.162506236176813,0.162506236176813,615361,"NA","NA","NA"
2020,25540,"Hartford-East Hartford-Middletown, CT","cbsa",4,1,0,1,1,0,0,0,0,1,1,0.330556930580565,0.0826392326451414,1210079,"NA","NA","NA"
2021,25540,"Hartford-East Hartford-Middletown, CT","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.0819479351988508,0,1220287,"NA","NA","NA"
2022,25540,"Hartford-East Hartford-Middletown, CT","cbsa",1,1,1,0,1,0,0,0,1,0,1,0.0818514804886533,0.0818514804886533,1221725,"NA","NA","NA"
2023,25540,"Hartford-West Hartford-East Hartford, CT","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.0862068965517241,0.0862068965517241,1160000,"NA","NA","NA"
2024,25540,"Hartford-West Hartford-East Hartford, CT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,1169048,"NA","NA","NA"
2020,25620,"Hattiesburg, MS","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,172325,"NA","NA","NA"
2021,25620,"Hattiesburg, MS","cbsa",2,1,1,1,2,0,0,0,1,1,2,1.15594909200199,0.577974546000994,173018,"NA","NA","NA"
2022,25620,"Hattiesburg, MS","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,173359,"NA","NA","NA"
2023,25620,"Hattiesburg, MS","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,156072,"NA","NA","NA"
2024,25620,"Hattiesburg, MS","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,156575,"NA","NA","NA"
2020,25720,"Heber, UT","cbsa",1,0,0,0,0,0,0,0,0,0,0,1.28957379586047,0,77545,"NA","NA","NA"
2021,25720,"Heber, UT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,79428,"NA","NA","NA"
2022,25720,"Heber, UT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,79655,"NA","NA","NA"
2023,25720,"Heber, UT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,80242,"NA","NA","NA"
2024,25720,"Heber, UT","cbsa",1,1,0,0,0,1,0,1,1,0,1,1.23507107834056,1.23507107834056,80967,"NA","NA","NA"
2020,25740,"Helena, MT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,83308,"NA","NA","NA"
2021,25740,"Helena, MT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,84975,"NA","NA","NA"
2022,25740,"Helena, MT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,86658,"NA","NA","NA"
2023,25740,"Helena, MT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,95961,"NA","NA","NA"
2024,25740,"Helena, MT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,96735,"NA","NA","NA"
2020,25860,"Hickory-Lenoir-Morganton, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,365583,"NA","NA","NA"
2021,25860,"Hickory-Lenoir-Morganton, NC","cbsa",1,1,1,1,2,0,0,0,1,1,2,0.272863952761792,0.272863952761792,366483,"NA","NA","NA"
2022,25860,"Hickory-Lenoir-Morganton, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,368347,"NA","NA","NA"
2023,25860,"Hickory-Lenoir-Morganton, NC","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.270191403590303,0.270191403590303,370108,"NA","NA","NA"
2024,25860,"Hickory-Lenoir-Morganton, NC","cbsa",1,1,1,0,1,0,0,0,1,0,1,0.268074235117189,0.268074235117189,373031,"NA","NA","NA"
2020,25900,"Hilo, HI","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.498226314321017,0,200712,"NA","NA","NA"
2021,25900,"Hilo, HI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,203792,"NA","NA","NA"
2022,25900,"Hilo, HI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,206315,"NA","NA","NA"
2023,25900,"Hilo-Kailua, HI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,208043,"NA","NA","NA"
2024,25900,"Hilo-Kailua, HI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,209790,"NA","NA","NA"
2020,25940,"Hilton Head Island-Bluffton, SC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,216962,"NA","NA","NA"
2021,25940,"Hilton Head Island-Bluffton, SC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,222463,"NA","NA","NA"
2022,25940,"Hilton Head Island-Bluffton, SC","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.437809202749442,0.437809202749442,228410,"NA","NA","NA"
2023,25940,"Hilton Head Island-Bluffton-Port Royal, SC","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.42991706899739,0.42991706899739,232603,"NA","NA","NA"
2024,25940,"Hilton Head Island-Bluffton-Port Royal, SC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,237393,"NA","NA","NA"
2020,25980,"Hinesville, GA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,81586,"NA","NA","NA"
2021,25980,"Hinesville, GA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,83933,"NA","NA","NA"
2022,25980,"Hinesville, GA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,86378,"NA","NA","NA"
2023,25980,"Hinesville, GA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,87886,"NA","NA","NA"
2024,25980,"Hinesville, GA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,89046,"NA","NA","NA"
2020,26020,"Hobbs, NM","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,74635,"NA","NA","NA"
2021,26020,"Hobbs, NM","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,73103,"NA","NA","NA"
2022,26020,"Hobbs, NM","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,72452,"NA","NA","NA"
2023,26020,"Hobbs, NM","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,73503,"NA","NA","NA"
2024,26020,"Hobbs, NM","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,75151,"NA","NA","NA"
2020,26140,"Homosassa Springs, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,154565,"NA","NA","NA"
2021,26140,"Homosassa Springs, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,158113,"NA","NA","NA"
2022,26140,"Homosassa Springs, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,162529,"NA","NA","NA"
2023,26140,"Homosassa Springs, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,166836,"NA","NA","NA"
2024,26140,"Homosassa Springs, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,170174,"NA","NA","NA"
2020,26300,"Hot Springs, AR","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,100249,"NA","NA","NA"
2021,26300,"Hot Springs, AR","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,100386,"NA","NA","NA"
2022,26300,"Hot Springs, AR","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,100089,"NA","NA","NA"
2023,26300,"Hot Springs, AR","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,99759,"NA","NA","NA"
2024,26300,"Hot Springs, AR","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,99902,"NA","NA","NA"
2020,26380,"Houma-Thibodaux, LA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,206839,"NA","NA","NA"
2021,26380,"Houma-Thibodaux, LA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,206550,"NA","NA","NA"
2022,26380,"Houma-Thibodaux, LA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,200656,"NA","NA","NA"
2023,26380,"Houma-Bayou Cane-Thibodaux, LA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,199182,"NA","NA","NA"
2024,26380,"Houma-Bayou Cane-Thibodaux, LA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,199206,"NA","NA","NA"
2020,26420,"Houston-The Woodlands-Sugar Land, TX","cbsa",38,32,4,33,37,3,2,5,7,35,42,0.532157060834935,0.448132261755735,7140749,"NA","NA","NA"
2021,26420,"Houston-The Woodlands-Sugar Land, TX","cbsa",65,60,12,56,68,0,2,2,12,58,70,0.900796401027351,0.831504370179094,7215837,"NA","NA","NA"
2022,26420,"Houston-The Woodlands-Sugar Land, TX","cbsa",37,37,14,28,42,0,1,1,14,29,43,0.504079089736705,0.504079089736705,7340118,"NA","NA","NA"
2023,26420,"Houston-Pasadena-The Woodlands, TX","cbsa",30,30,10,21,31,1,0,1,11,21,32,0.394840175935518,0.394840175935518,7598011,"NA","NA","NA"
2024,26420,"Houston-Pasadena-The Woodlands, TX","cbsa",27,27,13,16,29,1,3,4,14,19,33,0.34632336700195,0.34632336700195,7796182,"NA","NA","NA"
2020,26580,"Huntington-Ashland, WV-KY-OH","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,359357,"NA","NA","NA"
2021,26580,"Huntington-Ashland, WV-KY-OH","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,356663,"NA","NA","NA"
2022,26580,"Huntington-Ashland, WV-KY-OH","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.282243497109827,0.282243497109827,354304,"NA","NA","NA"
2023,26580,"Huntington-Ashland, WV-KY-OH","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,368194,"NA","NA","NA"
2024,26580,"Huntington-Ashland, WV-KY-OH","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,366920,"NA","NA","NA"
2020,26620,"Huntsville, AL","cbsa",2,0,0,0,0,0,0,0,0,0,0,0.40429196348435,0,494692,"NA","NA","NA"
2021,26620,"Huntsville, AL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,503974,"NA","NA","NA"
2022,26620,"Huntsville, AL","cbsa",1,1,1,0,1,0,0,0,1,0,1,0.194376682573159,0.194376682573159,514465,"NA","NA","NA"
2023,26620,"Huntsville, AL","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.189145327921255,0.189145327921255,528694,"NA","NA","NA"
2024,26620,"Huntsville, AL","cbsa",2,1,0,1,1,0,0,0,0,1,1,0.368801597648521,0.18440079882426,542297,"NA","NA","NA"
2020,26660,"Huntsville, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,76544,"NA","NA","NA"
2021,26660,"Huntsville, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,78322,"NA","NA","NA"
2022,26660,"Huntsville, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,78870,"NA","NA","NA"
2023,26660,"Huntsville, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,82566,"NA","NA","NA"
2024,26660,"Huntsville, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,83722,"NA","NA","NA"
2020,26700,"Huron, SD","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,20813,"NA","NA","NA"
2021,26700,"Huron, SD","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,20822,"NA","NA","NA"
2022,26700,"Huron, SD","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,21026,"NA","NA","NA"
2023,26700,"Huron, SD","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,19380,"NA","NA","NA"
2024,26700,"Huron, SD","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,19459,"NA","NA","NA"
2020,26820,"Idaho Falls, ID","cbsa",2,1,0,1,1,0,0,0,0,1,1,1.26281759862605,0.631408799313027,158376,"NA","NA","NA"
2021,26820,"Idaho Falls, ID","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,162948,"NA","NA","NA"
2022,26820,"Idaho Falls, ID","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,165608,"NA","NA","NA"
2023,26820,"Idaho Falls, ID","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,168481,"NA","NA","NA"
2024,26820,"Idaho Falls, ID","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,171233,"NA","NA","NA"
2020,26860,"Indiana, PA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,83142,"NA","NA","NA"
2021,26860,"Indiana, PA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,83158,"NA","NA","NA"
2022,26860,"Indiana, PA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,82957,"NA","NA","NA"
2023,26860,"Indiana, PA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,83110,"NA","NA","NA"
2024,26860,"Indiana, PA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,82953,"NA","NA","NA"
2020,26900,"Indianapolis-Carmel-Anderson, IN","cbsa",8,5,2,4,6,0,0,0,2,4,6,0.378433276773327,0.236520797983329,2113979,"NA","NA","NA"
2021,26900,"Indianapolis-Carmel-Anderson, IN","cbsa",4,4,1,3,4,0,0,0,1,3,4,0.187911290837821,0.187911290837821,2128664,"NA","NA","NA"
2022,26900,"Indianapolis-Carmel-Anderson, IN","cbsa",3,3,1,2,3,0,0,0,1,2,3,0.140070474124548,0.140070474124548,2141779,"NA","NA","NA"
2023,26900,"Indianapolis-Carmel-Greenwood, IN","cbsa",13,13,1,12,13,0,0,0,1,12,13,0.605165694367118,0.605165694367118,2148172,"NA","NA","NA"
2024,26900,"Indianapolis-Carmel-Greenwood, IN","cbsa",9,9,1,7,8,1,0,1,2,7,9,0.413824877588302,0.413824877588302,2174833,"NA","NA","NA"
2020,26980,"Iowa City, IA","cbsa",2,0,0,0,0,0,0,0,0,0,0,1.13906892506066,0,175582,"NA","NA","NA"
2021,26980,"Iowa City, IA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,177510,"NA","NA","NA"
2022,26980,"Iowa City, IA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,178991,"NA","NA","NA"
2023,26980,"Iowa City, IA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,180756,"NA","NA","NA"
2024,26980,"Iowa City, IA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,182711,"NA","NA","NA"
2020,27100,"Jackson, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,160225,"NA","NA","NA"
2021,27100,"Jackson, MI","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.623962662074302,0,160266,"NA","NA","NA"
2022,27100,"Jackson, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,160066,"NA","NA","NA"
2023,27100,"Jackson, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,159835,"NA","NA","NA"
2024,27100,"Jackson, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,160233,"NA","NA","NA"
2020,27140,"Jackson, MS","cbsa",1,1,1,0,1,0,0,0,1,0,1,0.169241105956779,0.169241105956779,590873,"NA","NA","NA"
2021,27140,"Jackson, MS","cbsa",1,1,1,0,1,0,0,0,1,0,1,0.170319741250249,0.170319741250249,587131,"NA","NA","NA"
2022,27140,"Jackson, MS","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.171468646100717,0.171468646100717,583197,"NA","NA","NA"
2023,27140,"Jackson, MS","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,609217,"NA","NA","NA"
2024,27140,"Jackson, MS","cbsa",3,3,0,3,3,0,1,1,0,4,4,0.49490413706865,0.49490413706865,606178,"NA","NA","NA"
2020,27180,"Jackson, TN","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.553866263452027,0,180549,"NA","NA","NA"
2021,27180,"Jackson, TN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,180594,"NA","NA","NA"
2022,27180,"Jackson, TN","cbsa",1,1,0,0,0,0,1,1,0,1,1,0.550724478050876,0.550724478050876,181579,"NA","NA","NA"
2023,27180,"Jackson, TN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,182255,"NA","NA","NA"
2024,27180,"Jackson, TN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,183680,"NA","NA","NA"
2020,27260,"Jacksonville, FL","cbsa",4,4,0,3,3,1,0,1,1,3,4,0.248021409208043,0.248021409208043,1612764,"NA","NA","NA"
2021,27260,"Jacksonville, FL","cbsa",4,3,0,3,3,0,0,0,0,3,3,0.243749946679699,0.182812460009774,1641026,"NA","NA","NA"
2022,27260,"Jacksonville, FL","cbsa",4,4,0,5,5,0,0,0,0,5,5,0.238710770868692,0.238710770868692,1675668,"NA","NA","NA"
2023,27260,"Jacksonville, FL","cbsa",2,2,0,2,2,0,0,0,0,2,2,0.116063273053938,0.116063273053938,1723198,"NA","NA","NA"
2024,27260,"Jacksonville, FL","cbsa",2,2,0,2,2,0,0,0,0,2,2,0.11360099241827,0.11360099241827,1760548,"NA","NA","NA"
2020,27340,"Jacksonville, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,204937,"NA","NA","NA"
2021,27340,"Jacksonville, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,204660,"NA","NA","NA"
2022,27340,"Jacksonville, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,207298,"NA","NA","NA"
2023,27340,"Jacksonville, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,211184,"NA","NA","NA"
2024,27340,"Jacksonville, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,212954,"NA","NA","NA"
2020,27380,"Jacksonville, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,50488,"NA","NA","NA"
2021,27380,"Jacksonville, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,51163,"NA","NA","NA"
2022,27380,"Jacksonville, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,51645,"NA","NA","NA"
2023,27380,"Jacksonville, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,52651,"NA","NA","NA"
2024,27380,"Jacksonville, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,53223,"NA","NA","NA"
2020,27420,"Jamestown, ND","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,21556,"NA","NA","NA"
2021,27420,"Jamestown, ND","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,21591,"NA","NA","NA"
2022,27420,"Jamestown, ND","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,21487,"NA","NA","NA"
2023,27420,"Jamestown, ND","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,21522,"NA","NA","NA"
2024,27420,"Jamestown, ND","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,21546,"NA","NA","NA"
2020,27460,"Jamestown-Dunkirk-Fredonia, NY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,127578,"NA","NA","NA"
2021,27460,"Jamestown-Dunkirk-Fredonia, NY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,126785,"NA","NA","NA"
2022,27460,"Jamestown-Dunkirk-Fredonia, NY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,126027,"NA","NA","NA"
2023,27460,"Jamestown-Dunkirk, NY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,124742,"NA","NA","NA"
2024,27460,"Jamestown-Dunkirk, NY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,124105,"NA","NA","NA"
2020,27500,"Janesville-Beloit, WI","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.610683293537139,0,163751,"NA","NA","NA"
2021,27500,"Janesville-Beloit, WI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,164192,"NA","NA","NA"
2022,27500,"Janesville-Beloit, WI","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.609533097647202,0.609533097647202,164060,"NA","NA","NA"
2023,27500,"Janesville-Beloit, WI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,164443,"NA","NA","NA"
2024,27500,"Janesville-Beloit, WI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,165461,"NA","NA","NA"
2020,27600,"Jefferson, GA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,76717,"NA","NA","NA"
2021,27600,"Jefferson, GA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,80317,"NA","NA","NA"
2022,27600,"Jefferson, GA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,83936,"NA","NA","NA"
2023,27600,"Jefferson, GA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,88723,"NA","NA","NA"
2024,27600,"Jefferson, GA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,93825,"NA","NA","NA"
2020,27620,"Jefferson City, MO","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,149429,"NA","NA","NA"
2021,27620,"Jefferson City, MO","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,149991,"NA","NA","NA"
2022,27620,"Jefferson City, MO","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,150350,"NA","NA","NA"
2023,27620,"Jefferson City, MO","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,150860,"NA","NA","NA"
2024,27620,"Jefferson City, MO","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,151523,"NA","NA","NA"
2020,27660,"Jennings, LA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,32210,"NA","NA","NA"
2021,27660,"Jennings, LA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,32413,"NA","NA","NA"
2022,27660,"Jennings, LA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,32026,"NA","NA","NA"
2020,27740,"Johnson City, TN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,207458,"NA","NA","NA"
2021,27740,"Johnson City, TN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,207252,"NA","NA","NA"
2022,27740,"Johnson City, TN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,210256,"NA","NA","NA"
2023,27740,"Johnson City, TN","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.468270023226193,0.468270023226193,213552,"NA","NA","NA"
2024,27740,"Johnson City, TN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,214948,"NA","NA","NA"
2020,27780,"Johnstown, PA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,133199,"NA","NA","NA"
2021,27780,"Johnstown, PA","cbsa",1,1,0,2,2,0,0,0,0,2,2,0.755966465327598,0.755966465327598,132281,"NA","NA","NA"
2022,27780,"Johnstown, PA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,131441,"NA","NA","NA"
2023,27780,"Johnstown, PA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,130713,"NA","NA","NA"
2024,27780,"Johnstown, PA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,130108,"NA","NA","NA"
2020,27900,"Joplin, MO","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.550776043445214,0,181562,"NA","NA","NA"
2021,27900,"Joplin, MO","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.547159694028299,0,182762,"NA","NA","NA"
2022,27900,"Joplin, MO","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,184086,"NA","NA","NA"
2023,27900,"Joplin, MO-KS","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,205025,"NA","NA","NA"
2024,27900,"Joplin, MO-KS","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,207131,"NA","NA","NA"
2020,28020,"Kalamazoo-Portage, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,261767,"NA","NA","NA"
2021,28020,"Kalamazoo-Portage, MI","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.383600319155466,0.383600319155466,260688,"NA","NA","NA"
2022,28020,"Kalamazoo-Portage, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,261173,"NA","NA","NA"
2023,28020,"Kalamazoo-Portage, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,263297,"NA","NA","NA"
2024,28020,"Kalamazoo-Portage, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,264780,"NA","NA","NA"
2020,28060,"Kalispell, MT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,104862,"NA","NA","NA"
2021,28060,"Kalispell, MT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,108725,"NA","NA","NA"
2022,28060,"Kalispell, MT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,111814,"NA","NA","NA"
2023,28060,"Kalispell, MT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,113495,"NA","NA","NA"
2024,28060,"Kalispell, MT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,114527,"NA","NA","NA"
2020,28100,"Kankakee, IL","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.932400932400932,0,107250,"NA","NA","NA"
2021,28100,"Kankakee, IL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,106652,"NA","NA","NA"
2022,28100,"Kankakee, IL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,106074,"NA","NA","NA"
2023,28100,"Kankakee, IL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,106386,"NA","NA","NA"
2024,28100,"Kankakee, IL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,106410,"NA","NA","NA"
2020,28140,"Kansas City, MO-KS","cbsa",8,5,0,5,5,0,0,0,0,5,5,0.364457552767759,0.227785970479849,2195043,"NA","NA","NA"
2021,28140,"Kansas City, MO-KS","cbsa",4,3,3,3,6,0,0,0,3,3,6,0.181576107852577,0.136182080889432,2202933,"NA","NA","NA"
2022,28140,"Kansas City, MO-KS","cbsa",6,6,1,5,6,0,0,0,1,5,6,0.271555387794672,0.271555387794672,2209494,"NA","NA","NA"
2023,28140,"Kansas City, MO-KS","cbsa",5,5,3,2,5,0,0,0,3,2,5,0.224339790430741,0.224339790430741,2228762,"NA","NA","NA"
2024,28140,"Kansas City, MO-KS","cbsa",1,1,2,0,2,0,0,0,2,0,2,0.044373860423797,0.044373860423797,2253579,"NA","NA","NA"
2020,28260,"Kearney, NE","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,56876,"NA","NA","NA"
2021,28260,"Kearney, NE","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,56972,"NA","NA","NA"
2022,28260,"Kearney, NE","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,57276,"NA","NA","NA"
2023,28260,"Kearney, NE","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,57423,"NA","NA","NA"
2024,28260,"Kearney, NE","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,57905,"NA","NA","NA"
2020,28300,"Keene, NH","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,76541,"NA","NA","NA"
2021,28300,"Keene, NH","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,76821,"NA","NA","NA"
2022,28300,"Keene, NH","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,77350,"NA","NA","NA"
2023,28300,"Keene, NH","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,77632,"NA","NA","NA"
2024,28300,"Keene, NH","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,78078,"NA","NA","NA"
