"year","geoid","name","geography_level","road_rage_incidents","road_rage_shootings","victims_killed","victims_injured","victims_shot","suspects_killed","suspects_injured","suspects_shot","total_killed","total_injured","total_shot","incident_rate_100k","shooting_rate_100k","population","state_code","region","division"
2020,10180,"Abilene, TX","cbsa",4,1,0,1,1,0,0,0,0,1,1,2.2615991767779,0.565399794194475,176866,"NA","NA","NA"
2021,10180,"Abilene, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,177829,"NA","NA","NA"
2022,10180,"Abilene, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,179308,"NA","NA","NA"
2023,10180,"Abilene, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,182838,"NA","NA","NA"
2024,10180,"Abilene, TX","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.542658374846699,0.542658374846699,184278,"NA","NA","NA"
2020,10300,"Adrian, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,99320,"NA","NA","NA"
2021,10300,"Adrian, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,99202,"NA","NA","NA"
2022,10300,"Adrian, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,98567,"NA","NA","NA"
2023,10300,"Adrian, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,97621,"NA","NA","NA"
2024,10300,"Adrian, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,97746,"NA","NA","NA"
2020,10420,"Akron, OH","cbsa",2,1,0,1,1,0,0,0,0,1,1,0.285052556565117,0.142526278282558,701625,"NA","NA","NA"
2021,10420,"Akron, OH","cbsa",2,1,0,1,1,0,0,0,0,1,1,0.28726345649754,0.14363172824877,696225,"NA","NA","NA"
2022,10420,"Akron, OH","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,697627,"NA","NA","NA"
2023,10420,"Akron, OH","cbsa",1,1,1,0,1,0,0,0,1,0,1,0.142837961759421,0.142837961759421,700094,"NA","NA","NA"
2024,10420,"Akron, OH","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.142407744702788,0.142407744702788,702209,"NA","NA","NA"
2020,10460,"Alamogordo, NM","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,67873,"NA","NA","NA"
2021,10460,"Alamogordo, NM","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,68538,"NA","NA","NA"
2022,10460,"Alamogordo, NM","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,68823,"NA","NA","NA"
2023,10460,"Alamogordo, NM","cbsa",1,1,0,1,1,0,0,0,0,1,1,1.44187790177928,1.44187790177928,69354,"NA","NA","NA"
2024,10460,"Alamogordo, NM","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,69711,"NA","NA","NA"
2020,10540,"Albany-Lebanon, OR","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,128978,"NA","NA","NA"
2021,10540,"Albany-Lebanon, OR","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,129948,"NA","NA","NA"
2022,10540,"Albany-Lebanon, OR","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,130467,"NA","NA","NA"
2023,10540,"Albany, OR","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,131509,"NA","NA","NA"
2024,10540,"Albany, OR","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,132474,"NA","NA","NA"
2020,10580,"Albany-Schenectady-Troy, NY","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.111142230935773,0.111142230935773,899748,"NA","NA","NA"
2021,10580,"Albany-Schenectady-Troy, NY","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.110452202361689,0.110452202361689,905369,"NA","NA","NA"
2022,10580,"Albany-Schenectady-Troy, NY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,904617,"NA","NA","NA"
2023,10580,"Albany-Schenectady-Troy, NY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,907223,"NA","NA","NA"
2024,10580,"Albany-Schenectady-Troy, NY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,913485,"NA","NA","NA"
2020,10700,"Albertville, AL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,97696,"NA","NA","NA"
2021,10700,"Albertville, AL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,98316,"NA","NA","NA"
2022,10700,"Albertville, AL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,99423,"NA","NA","NA"
2023,10700,"Albertville, AL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,101041,"NA","NA","NA"
2024,10700,"Albertville, AL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,102156,"NA","NA","NA"
2020,10740,"Albuquerque, NM","cbsa",4,1,1,1,2,0,0,0,1,1,2,0.435966352116944,0.108991588029236,917502,"NA","NA","NA"
2021,10740,"Albuquerque, NM","cbsa",10,9,7,0,7,1,3,4,8,3,11,1.08817480440058,0.979357323960521,918970,"NA","NA","NA"
2022,10740,"Albuquerque, NM","cbsa",6,6,4,3,7,0,0,0,4,3,7,0.652498034349671,0.652498034349671,919543,"NA","NA","NA"
2023,10740,"Albuquerque, NM","cbsa",10,10,4,6,10,0,0,0,4,6,10,1.08286400202712,1.08286400202712,923477,"NA","NA","NA"
2024,10740,"Albuquerque, NM","cbsa",5,5,4,2,6,0,0,0,4,2,6,0.53978017991953,0.53978017991953,926303,"NA","NA","NA"
2020,10780,"Alexandria, LA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,151792,"NA","NA","NA"
2021,10780,"Alexandria, LA","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.662427133015368,0.662427133015368,150960,"NA","NA","NA"
2022,10780,"Alexandria, LA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,149189,"NA","NA","NA"
2023,10780,"Alexandria, LA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,148382,"NA","NA","NA"
2024,10780,"Alexandria, LA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,148008,"NA","NA","NA"
2020,10900,"Allentown-Bethlehem-Easton, PA-NJ","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,861508,"NA","NA","NA"
2021,10900,"Allentown-Bethlehem-Easton, PA-NJ","cbsa",3,3,1,2,3,0,0,0,1,2,3,0.344920754456664,0.344920754456664,869765,"NA","NA","NA"
2022,10900,"Allentown-Bethlehem-Easton, PA-NJ","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.114780384950455,0.114780384950455,871229,"NA","NA","NA"
2023,10900,"Allentown-Bethlehem-Easton, PA-NJ","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,878487,"NA","NA","NA"
2024,10900,"Allentown-Bethlehem-Easton, PA-NJ","cbsa",1,1,0,2,2,0,0,0,0,2,2,0.112813593586773,0.112813593586773,886418,"NA","NA","NA"
2020,11100,"Amarillo, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,269018,"NA","NA","NA"
2021,11100,"Amarillo, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,269853,"NA","NA","NA"
2022,11100,"Amarillo, TX","cbsa",2,2,0,2,2,0,0,0,0,2,2,0.737541993797272,0.737541993797272,271171,"NA","NA","NA"
2023,11100,"Amarillo, TX","cbsa",1,1,0,0,0,0,2,2,0,2,2,0.366325861506845,0.366325861506845,272981,"NA","NA","NA"
2024,11100,"Amarillo, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,274650,"NA","NA","NA"
2020,11260,"Anchorage, AK","cbsa",3,2,2,0,2,0,0,0,2,0,2,0.753047961624676,0.502031974416451,398381,"NA","NA","NA"
2021,11260,"Anchorage, AK","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.250149464304922,0,399761,"NA","NA","NA"
2022,11260,"Anchorage, AK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,400470,"NA","NA","NA"
2023,11260,"Anchorage, AK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,403228,"NA","NA","NA"
2024,11260,"Anchorage, AK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,407213,"NA","NA","NA"
2023,11360,"Anderson Creek, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,141792,"NA","NA","NA"
2024,11360,"Anderson Creek, NC","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.684481436863432,0.684481436863432,146096,"NA","NA","NA"
2020,11380,"Andrews, TX","cbsa",1,0,0,0,0,0,0,0,0,0,0,5.3714347102111,0,18617,"NA","NA","NA"
2021,11380,"Andrews, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,18411,"NA","NA","NA"
2022,11380,"Andrews, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,18334,"NA","NA","NA"
2023,11380,"Andrews, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,18722,"NA","NA","NA"
2024,11380,"Andrews, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,18923,"NA","NA","NA"
2020,11420,"Angola, IN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,34453,"NA","NA","NA"
2021,11420,"Angola, IN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,34666,"NA","NA","NA"
2022,11420,"Angola, IN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,34725,"NA","NA","NA"
2023,11420,"Angola, IN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,34876,"NA","NA","NA"
2024,11420,"Angola, IN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,34862,"NA","NA","NA"
2020,11460,"Ann Arbor, MI","cbsa",3,0,0,0,0,0,0,0,0,0,0,0.806848530325402,0,371817,"NA","NA","NA"
2021,11460,"Ann Arbor, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,364998,"NA","NA","NA"
2022,11460,"Ann Arbor, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,366376,"NA","NA","NA"
2023,11460,"Ann Arbor, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,370398,"NA","NA","NA"
2024,11460,"Ann Arbor, MI","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.267469073888332,0.267469073888332,373875,"NA","NA","NA"
2020,11500,"Anniston-Oxford, AL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,116239,"NA","NA","NA"
2021,11500,"Anniston-Oxford, AL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,115677,"NA","NA","NA"
2022,11500,"Anniston-Oxford, AL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,115788,"NA","NA","NA"
2023,11500,"Anniston-Oxford, AL","cbsa",2,2,1,1,2,0,0,0,1,1,2,1.71816877571884,1.71816877571884,116403,"NA","NA","NA"
2024,11500,"Anniston-Oxford, AL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,116427,"NA","NA","NA"
2020,11540,"Appleton, WI","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.410807524350616,0,243423,"NA","NA","NA"
2021,11540,"Appleton, WI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,243896,"NA","NA","NA"
2022,11540,"Appleton, WI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,244845,"NA","NA","NA"
2023,11540,"Appleton, WI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,247131,"NA","NA","NA"
2024,11540,"Appleton, WI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,248992,"NA","NA","NA"
2020,11620,"Ardmore, OK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,58195,"NA","NA","NA"
2021,11620,"Ardmore, OK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,58568,"NA","NA","NA"
2022,11620,"Ardmore, OK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,58728,"NA","NA","NA"
2023,11620,"Ardmore, OK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,48854,"NA","NA","NA"
2024,11620,"Ardmore, OK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,49135,"NA","NA","NA"
2020,11700,"Asheville, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,469686,"NA","NA","NA"
2021,11700,"Asheville, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,472856,"NA","NA","NA"
2022,11700,"Asheville, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,476072,"NA","NA","NA"
2023,11700,"Asheville, NC","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.239003451209835,0.239003451209835,418404,"NA","NA","NA"
2024,11700,"Asheville, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,422333,"NA","NA","NA"
2020,11780,"Ashtabula, OH","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,97516,"NA","NA","NA"
2021,11780,"Ashtabula, OH","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,97452,"NA","NA","NA"
2022,11780,"Ashtabula, OH","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,97014,"NA","NA","NA"
2020,11980,"Athens, TX","cbsa",1,1,0,1,1,0,0,0,0,1,1,1.21368060781125,1.21368060781125,82394,"NA","NA","NA"
2021,11980,"Athens, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,83590,"NA","NA","NA"
2022,11980,"Athens, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,84511,"NA","NA","NA"
2023,11980,"Athens, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,86277,"NA","NA","NA"
2024,11980,"Athens, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,87467,"NA","NA","NA"
2020,12020,"Athens-Clarke County, GA","cbsa",2,0,0,0,0,0,0,0,0,0,0,0.927218021409464,0,215699,"NA","NA","NA"
2021,12020,"Athens-Clarke County, GA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,218235,"NA","NA","NA"
2022,12020,"Athens-Clarke County, GA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,220405,"NA","NA","NA"
2023,12020,"Athens-Clarke County, GA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,222637,"NA","NA","NA"
2024,12020,"Athens-Clarke County, GA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,223689,"NA","NA","NA"
2020,12060,"Atlanta-Sandy Springs-Alpharetta, GA","cbsa",14,9,1,8,9,0,1,1,1,9,10,0.229385569452134,0.147462151790657,6103261,"NA","NA","NA"
2021,12060,"Atlanta-Sandy Springs-Alpharetta, GA","cbsa",16,15,4,13,17,0,0,0,4,13,17,0.260453208116113,0.244174882608856,6143138,"NA","NA","NA"
2022,12060,"Atlanta-Sandy Springs-Alpharetta, GA","cbsa",18,18,4,17,21,0,1,1,4,18,22,0.289291117830522,0.289291117830522,6222106,"NA","NA","NA"
2023,12060,"Atlanta-Sandy Springs-Roswell, GA","cbsa",16,16,3,13,16,0,2,2,3,15,18,0.252524654692263,0.252524654692263,6336015,"NA","NA","NA"
2024,12060,"Atlanta-Sandy Springs-Roswell, GA","cbsa",13,13,2,13,15,1,0,1,3,13,16,0.20277176524832,0.20277176524832,6411149,"NA","NA","NA"
2020,12180,"Auburn, NY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,76198,"NA","NA","NA"
2021,12180,"Auburn, NY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,75791,"NA","NA","NA"
2022,12180,"Auburn, NY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,74998,"NA","NA","NA"
2023,12180,"Auburn, NY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,74575,"NA","NA","NA"
2024,12180,"Auburn, NY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,74567,"NA","NA","NA"
2020,12220,"Auburn-Opelika, AL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,174742,"NA","NA","NA"
2021,12220,"Auburn-Opelika, AL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,177655,"NA","NA","NA"
2022,12220,"Auburn-Opelika, AL","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.553179954971152,0.553179954971152,180773,"NA","NA","NA"
2023,12220,"Auburn-Opelika, AL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,202618,"NA","NA","NA"
2024,12220,"Auburn-Opelika, AL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,206006,"NA","NA","NA"
2020,12260,"Augusta-Richmond County, GA-SC","cbsa",2,1,0,0,0,0,1,1,0,1,1,0.326718909020219,0.16335945451011,612147,"NA","NA","NA"
2021,12260,"Augusta-Richmond County, GA-SC","cbsa",1,1,0,2,2,0,0,0,0,2,2,0.162268908790269,0.162268908790269,616261,"NA","NA","NA"
2022,12260,"Augusta-Richmond County, GA-SC","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.160235096934222,0.160235096934222,624083,"NA","NA","NA"
2023,12260,"Augusta-Richmond County, GA-SC","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.158486642745749,0.158486642745749,630968,"NA","NA","NA"
2024,12260,"Augusta-Richmond County, GA-SC","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.15704504051762,0.15704504051762,636760,"NA","NA","NA"
2020,12300,"Augusta-Waterville, ME","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,123832,"NA","NA","NA"
2021,12300,"Augusta-Waterville, ME","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,124824,"NA","NA","NA"
2022,12300,"Augusta-Waterville, ME","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,125540,"NA","NA","NA"
2023,12300,"Augusta-Waterville, ME","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,127936,"NA","NA","NA"
2024,12300,"Augusta-Waterville, ME","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,128461,"NA","NA","NA"
2020,12380,"Austin, MN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,40054,"NA","NA","NA"
2021,12380,"Austin, MN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,40214,"NA","NA","NA"
2022,12380,"Austin, MN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,40140,"NA","NA","NA"
2023,12380,"Austin, MN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,40352,"NA","NA","NA"
2024,12380,"Austin, MN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,40900,"NA","NA","NA"
2020,12420,"Austin-Round Rock-Georgetown, TX","cbsa",7,2,2,0,2,0,0,0,2,0,2,0.304348620039878,0.0869567485828224,2299994,"NA","NA","NA"
2021,12420,"Austin-Round Rock-Georgetown, TX","cbsa",10,7,2,5,7,1,0,1,3,5,8,0.424064831031368,0.296845381721958,2358130,"NA","NA","NA"
2022,12420,"Austin-Round Rock-Georgetown, TX","cbsa",3,3,1,3,4,0,0,0,1,3,4,0.12390985145274,0.12390985145274,2421115,"NA","NA","NA"
2023,12420,"Austin-Round Rock-San Marcos, TX","cbsa",4,4,2,2,4,0,0,0,2,2,4,0.160473847175941,0.160473847175941,2492618,"NA","NA","NA"
2024,12420,"Austin-Round Rock-San Marcos, TX","cbsa",4,4,1,4,5,0,0,0,1,4,5,0.15682356995527,0.15682356995527,2550637,"NA","NA","NA"
2020,12540,"Bakersfield, CA","cbsa",2,0,0,0,0,0,0,0,0,0,0,0.22079246832732,0,905828,"NA","NA","NA"
2021,12540,"Bakersfield, CA","cbsa",2,2,1,1,2,0,0,0,1,1,2,0.219213877115277,0.219213877115277,912351,"NA","NA","NA"
2022,12540,"Bakersfield, CA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,916108,"NA","NA","NA"
2023,12540,"Bakersfield-Delano, CA","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.109093368650493,0.109093368650493,916646,"NA","NA","NA"
2024,12540,"Bakersfield-Delano, CA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,922529,"NA","NA","NA"
2020,12580,"Baltimore-Columbia-Towson, MD","cbsa",5,2,2,1,3,0,0,0,2,1,3,0.175903784851377,0.0703615139405509,2842463,"NA","NA","NA"
2021,12580,"Baltimore-Columbia-Towson, MD","cbsa",3,2,0,3,3,0,0,0,0,3,3,0.105509197940179,0.0703394652934527,2843354,"NA","NA","NA"
2022,12580,"Baltimore-Columbia-Towson, MD","cbsa",4,4,2,2,4,0,0,0,2,2,4,0.141060037973362,0.141060037973362,2835672,"NA","NA","NA"
2023,12580,"Baltimore-Columbia-Towson, MD","cbsa",4,4,1,3,4,0,0,0,1,3,4,0.140464875528806,0.140464875528806,2847687,"NA","NA","NA"
2024,12580,"Baltimore-Columbia-Towson, MD","cbsa",6,6,2,11,13,1,1,2,3,12,15,0.209861826973121,0.209861826973121,2859024,"NA","NA","NA"
2020,12700,"Barnstable Town, MA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,228856,"NA","NA","NA"
2021,12700,"Barnstable Town, MA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,232594,"NA","NA","NA"
2022,12700,"Barnstable Town, MA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,232457,"NA","NA","NA"
2023,12700,"Barnstable Town, MA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,232759,"NA","NA","NA"
2024,12700,"Barnstable Town, MA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,232570,"NA","NA","NA"
2020,12780,"Bartlesville, OK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,52604,"NA","NA","NA"
2021,12780,"Bartlesville, OK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,52857,"NA","NA","NA"
2022,12780,"Bartlesville, OK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,53242,"NA","NA","NA"
2023,12780,"Bartlesville, OK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,53772,"NA","NA","NA"
2024,12780,"Bartlesville, OK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,54060,"NA","NA","NA"
2020,12940,"Baton Rouge, LA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,870220,"NA","NA","NA"
2021,12940,"Baton Rouge, LA","cbsa",2,2,1,1,2,0,0,0,1,1,2,0.229180918855058,0.229180918855058,872673,"NA","NA","NA"
2022,12940,"Baton Rouge, LA","cbsa",2,2,1,1,2,0,0,0,1,1,2,0.229079330172039,0.229079330172039,873060,"NA","NA","NA"
2023,12940,"Baton Rouge, LA","cbsa",3,3,1,2,3,0,0,0,1,2,3,0.341990636296378,0.341990636296378,877217,"NA","NA","NA"
2024,12940,"Baton Rouge, LA","cbsa",3,3,1,3,4,0,0,0,1,3,4,0.339884801711207,0.339884801711207,882652,"NA","NA","NA"
2020,12980,"Battle Creek, MI","cbsa",2,0,0,0,0,0,0,0,0,0,0,1.49049066952841,0,134184,"NA","NA","NA"
2021,12980,"Battle Creek, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,133878,"NA","NA","NA"
2022,12980,"Battle Creek, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,133289,"NA","NA","NA"
2023,12980,"Battle Creek, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,133505,"NA","NA","NA"
2024,12980,"Battle Creek, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,133785,"NA","NA","NA"
2020,13020,"Bay City, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,103733,"NA","NA","NA"
2021,13020,"Bay City, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,103251,"NA","NA","NA"
2022,13020,"Bay City, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,102821,"NA","NA","NA"
2023,13020,"Bay City, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,102774,"NA","NA","NA"
2024,13020,"Bay City, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,102651,"NA","NA","NA"
2020,13100,"Beatrice, NE","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,21653,"NA","NA","NA"
2021,13100,"Beatrice, NE","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,21611,"NA","NA","NA"
2022,13100,"Beatrice, NE","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,21583,"NA","NA","NA"
2023,13100,"Beatrice, NE","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,21637,"NA","NA","NA"
2024,13100,"Beatrice, NE","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,21687,"NA","NA","NA"
2020,13140,"Beaumont-Port Arthur, TX","cbsa",3,0,0,0,0,0,0,0,0,0,0,0.755269895697227,0,397209,"NA","NA","NA"
2021,13140,"Beaumont-Port Arthur, TX","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.253026193271527,0,395216,"NA","NA","NA"
2022,13140,"Beaumont-Port Arthur, TX","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.25408117893667,0.25408117893667,393575,"NA","NA","NA"
2023,13140,"Beaumont-Port Arthur, TX","cbsa",2,2,0,2,2,0,0,0,0,2,2,0.50317503446749,0.50317503446749,397476,"NA","NA","NA"
2024,13140,"Beaumont-Port Arthur, TX","cbsa",1,1,1,0,1,0,0,0,1,0,1,0.250794391234234,0.250794391234234,398733,"NA","NA","NA"
2020,13220,"Beckley, WV","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,114811,"NA","NA","NA"
2021,13220,"Beckley, WV","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,113884,"NA","NA","NA"
2022,13220,"Beckley, WV","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,112369,"NA","NA","NA"
2023,13220,"Beckley, WV","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,111605,"NA","NA","NA"
2024,13220,"Beckley, WV","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,110979,"NA","NA","NA"
2020,13260,"Bedford, IN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,45012,"NA","NA","NA"
2021,13260,"Bedford, IN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,45045,"NA","NA","NA"
2022,13260,"Bedford, IN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,45222,"NA","NA","NA"
2023,13260,"Bedford, IN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,45034,"NA","NA","NA"
2024,13260,"Bedford, IN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,45192,"NA","NA","NA"
2020,13380,"Bellingham, WA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,227430,"NA","NA","NA"
2021,13380,"Bellingham, WA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,226718,"NA","NA","NA"
2022,13380,"Bellingham, WA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,230677,"NA","NA","NA"
2023,13380,"Bellingham, WA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,232686,"NA","NA","NA"
2024,13380,"Bellingham, WA","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.425615226810354,0.425615226810354,234954,"NA","NA","NA"
2020,13460,"Bend, OR","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,199454,"NA","NA","NA"
2021,13460,"Bend, OR","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,205358,"NA","NA","NA"
2022,13460,"Bend, OR","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,206549,"NA","NA","NA"
